"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"CLPRPUS","200104","90577.955","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200105","95505.376","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200106","93310.219","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200107","89883.608","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200108","100000.27","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200109","89844.91","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200110","101144.833","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200111","95244.456","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200112","88406.985","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200113","1127688.806","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200201","102056.022","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200202","90311.219","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200203","90205.821","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200204","89848.624","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200205","91477.872","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200206","85340.622","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200207","86326.315","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200208","92203.46","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200209","92368.302","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200210","94608.453","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200211","88352.478","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200212","91183.856","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200213","1094283.044","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200301","92803.929","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200302","82264.324","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200303","89134.152","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200304","89377.612","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200305","90609.623","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200306","88511.377","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200307","88534.066","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200308","89586.37","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200309","90444.413","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200310","94058.13","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200311","84265.646","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200312","92162.931","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200313","1071752.573","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200401","93684.126","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200402","86772.102","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200403","95036.129","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200404","91892.29","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200405","87349.966","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200406","95092.751","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200407","92427.351","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200408","95381.854","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200409","93674.919","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200410","92762.654","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200411","92419.014","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200412","95605.714","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200413","1112098.87","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200501","93728.451","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200502","89926.247","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200503","102147.46","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200504","93270.901","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200505","90151.077","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200506","95371.28","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200507","91841.096","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200508","97824.161","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200509","95627.919","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200510","93687.634","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200511","95020.807","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200512","92901.066","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200513","1131498.099","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200601","98620.916","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200602","89033.469","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200603","101490.13","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200604","95412.557","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200605","99842.834","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200606","97160.42","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200607","94994.362","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200608","100653.897","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200609","94144.024","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200610","98808.358","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200611","96526.144","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200612","96062.548","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200613","1162749.659","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200701","99784.185","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200702","88579.962","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200703","97676.779","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200704","93083.612","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200705","97037.515","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200706","95565.898","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200707","93003.436","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200708","100627.455","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200709","92404.122","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200710","98824.878","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200711","96909.511","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200712","93137.992","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200713","1146635.345","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200801","98587.281","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200802","93525.129","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200803","96902.516","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200804","97287.056","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200805","96725.098","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200806","90318.651","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200807","99132.402","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200808","100427.638","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200809","99350.88","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200810","104389.502","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200811","95404.796","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200812","99757.72","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200813","1171808.669","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200901","97022.079","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200902","89687.703","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200903","96062.189","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200904","89072.262","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200905","85236.422","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200906","88707.915","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200907","90846.559","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200908","90307.723","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200909","88184.531","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200910","88002.246","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200911","85564.321","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200912","86229.442","1","Coal Production","Thousand Short Tons"
"CLPRPUS","200913","1074923.392","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201001","85710.75","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201002","83087.141","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201003","96904.372","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201004","90959.675","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201005","85400.774","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201006","88621.153","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201007","90794.651","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201008","93349.629","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201009","93360.277","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201010","91830.675","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201011","91558.198","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201012","92790.853","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201013","1084368.148","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201101","91355.47","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201102","85574.596","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201103","96548.199","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201104","88563.173","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201105","86850.038","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201106","88877.804","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201107","85497.597","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201108","95494.62","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201109","94013.446","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201110","94642.615","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201111","94108.648","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201112","94101.33","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201113","1095627.536","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201201","95101.634","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201202","85913.982","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201203","85849.259","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201204","77514.076","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201205","81716.713","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201206","81816.274","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201207","86320.752","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201208","90816.376","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201209","81818.464","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201210","85238.606","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201211","84147.063","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201212","80205.219","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201213","1016458.418","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201301","82712.567","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201302","77586.062","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201303","84567.981","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201304","78909.122","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201305","83270.747","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201306","81031.303","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201307","84517.933","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201308","90199.069","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201309","82877.616","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201310","80602.952","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201311","80576.343","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201312","77990.084","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201313","984841.779","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201401","82992.488","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201402","75320","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201403","86958.617","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201404","82981.424","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201405","83793.445","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201406","79068.896","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201407","84448.36","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201408","87346.499","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201409","83581.92","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201410","85461.709","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201411","81754.81","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201412","86340.59","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201413","1000048.758","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201501","86596.905","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201502","72250.698","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201503","81476.183","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201504","75208.63","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201505","70414.557","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201506","66933.365","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201507","76476.217","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201508","82623.422","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201509","77723.74","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201510","75662.374","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201511","68573.907","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201512","63000.565","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201513","896940.563","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201601","60568.715","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201602","57328.506","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201603","55327.888","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201604","48216.355","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201605","53123.077","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201606","59513.341","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201607","61783.814","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201608","68246.998","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201609","65069.717","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201610","68725.231","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201611","67149.752","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201612","63311.104","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201613","728364.498","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201701","68414.386","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201702","64389.031","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201703","64335.048","1","Coal Production","Thousand Short Tons"
"CLPRPUS","201704","58753.723","1","Coal Production","Thousand Short Tons"
